"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Very satisfied or satisfied","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834173","1.12.3.3.1","53.4","","","","1"
"2024","Canada","2021A000011124","Very satisfied or satisfied","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834174","1.12.3.3.2","43.7","","","","1"
"2024","Canada","2021A000011124","Very satisfied or satisfied","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834175","1.12.3.3.3","62.9","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834176","1.13.1.1.1","24.3","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834177","1.13.1.1.2","20.1","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834178","1.13.1.1.3","29.0","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Men+","Percentage","Percent","239","units","0","v1663834179","1.13.1.2.1","22.5","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834180","1.13.1.2.2","15.5","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834181","1.13.1.2.3","30.9","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Women+","Percentage","Percent","239","units","0","v1663834182","1.13.1.3.1","25.3","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834183","1.13.1.3.2","19.9","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834184","1.13.1.3.3","31.3","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834185","1.13.2.1.1","23.4","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834186","1.13.2.1.2","18.9","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834187","1.13.2.1.3","28.5","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Men+","Percentage","Percent","239","units","0","v1663834188","1.13.2.2.1","18.4","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834189","1.13.2.2.2","11.4","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834190","1.13.2.2.3","27.3","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Women+","Percentage","Percent","239","units","0","v1663834191","1.13.2.3.1","27.5","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834192","1.13.2.3.2","20.8","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834193","1.13.2.3.3","35.1","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834194","1.13.3.1.1","19.6","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834195","1.13.3.1.2","12.9","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834196","1.13.3.1.3","28.0","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834197","1.13.3.2.1","13.5","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834198","1.13.3.2.2","7.0","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834199","1.13.3.2.3","22.7","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834200","1.13.3.3.1","23.6","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834201","1.13.3.3.2","14.3","","","","1"
"2024","Canada","2021A000011124","Neither satisfied nor dissatisfied","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834202","1.13.3.3.3","35.1","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834203","1.14.1.1.1","25.3","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834204","1.14.1.1.2","20.7","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834205","1.14.1.1.3","30.3","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Men+","Percentage","Percent","239","units","0","v1663834206","1.14.1.2.1","20.4","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834207","1.14.1.2.2","14.0","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834208","1.14.1.2.3","28.2","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Women+","Percentage","Percent","239","units","0","v1663834209","1.14.1.3.1","28.1","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834210","1.14.1.3.2","22.5","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834211","1.14.1.3.3","34.2","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834212","1.14.2.1.1","24.4","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834213","1.14.2.1.2","19.7","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834214","1.14.2.1.3","29.5","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Men+","Percentage","Percent","239","units","0","v1663834215","1.14.2.2.1","23.6","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834216","1.14.2.2.2","16.5","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834217","1.14.2.2.3","32.0","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Women+","Percentage","Percent","239","units","0","v1663834218","1.14.2.3.1","25.0","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834219","1.14.2.3.2","19.0","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834220","1.14.2.3.3","31.7","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834221","1.14.3.1.1","23.8","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834222","1.14.3.1.2","16.3","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834223","1.14.3.1.3","32.8","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834224","1.14.3.2.1","25.1","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834225","1.14.3.2.2","14.3","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834226","1.14.3.2.3","38.8","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834227","1.14.3.3.1","23.0","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834228","1.14.3.3.2","14.1","","","","1"
"2024","Canada","2021A000011124","Dissatisfied or very dissatisfied","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834229","1.14.3.3.3","34.1","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834230","1.15.1.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834231","1.15.1.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834232","1.15.1.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Men+","Percentage","Percent","239","units","0","v1663834233","1.15.1.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834234","1.15.1.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834235","1.15.1.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Women+","Percentage","Percent","239","units","0","v1663834236","1.15.1.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834237","1.15.1.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834238","1.15.1.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834239","1.15.2.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834240","1.15.2.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834241","1.15.2.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Men+","Percentage","Percent","239","units","0","v1663834242","1.15.2.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834243","1.15.2.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834244","1.15.2.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Women+","Percentage","Percent","239","units","0","v1663834245","1.15.2.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834246","1.15.2.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834247","1.15.2.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834248","1.15.3.1.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834249","1.15.3.1.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834250","1.15.3.1.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834251","1.15.3.2.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834252","1.15.3.2.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834253","1.15.3.2.3","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834254","1.15.3.3.1","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834255","1.15.3.3.2","100.0","","","","1"
"2024","Canada","2021A000011124","Total, perceived mental health","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834256","1.15.3.3.3","100.0","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834257","1.16.1.1.1","40.6","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834258","1.16.1.1.2","35.9","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834259","1.16.1.1.3","45.3","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Men+","Percentage","Percent","239","units","0","v1663834260","1.16.1.2.1","44.9","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834261","1.16.1.2.2","38.0","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834262","1.16.1.2.3","51.8","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Women+","Percentage","Percent","239","units","0","v1663834263","1.16.1.3.1","37.2","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834264","1.16.1.3.2","31.5","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834265","1.16.1.3.3","43.2","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834266","1.16.2.1.1","41.8","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834267","1.16.2.1.2","36.2","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834268","1.16.2.1.3","47.7","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Men+","Percentage","Percent","239","units","0","v1663834269","1.16.2.2.1","46.7","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834270","1.16.2.2.2","38.3","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834271","1.16.2.2.3","55.1","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Women+","Percentage","Percent","239","units","0","v1663834272","1.16.2.3.1","37.5","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834273","1.16.2.3.2","30.8","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834274","1.16.2.3.3","44.5","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834275","1.16.3.1.1","42.8","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834276","1.16.3.1.2","37.8","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834277","1.16.3.1.3","47.9","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834278","1.16.3.2.1","50.2","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834279","1.16.3.2.2","42.5","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834280","1.16.3.2.3","58.0","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834281","1.16.3.3.1","36.6","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834282","1.16.3.3.2","30.2","","","","1"
"2024","Canada","2021A000011124","Excellent or very good perceived mental health","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834283","1.16.3.3.3","43.4","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834284","1.17.1.1.1","30.2","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834285","1.17.1.1.2","25.9","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834286","1.17.1.1.3","34.8","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Men+","Percentage","Percent","239","units","0","v1663834287","1.17.1.2.1","25.8","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834288","1.17.1.2.2","20.4","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834289","1.17.1.2.3","31.8","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Women+","Percentage","Percent","239","units","0","v1663834290","1.17.1.3.1","33.6","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834291","1.17.1.3.2","27.7","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834292","1.17.1.3.3","40.0","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834293","1.17.2.1.1","29.1","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834294","1.17.2.1.2","24.5","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834295","1.17.2.1.3","34.0","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Men+","Percentage","Percent","239","units","0","v1663834296","1.17.2.2.1","24.2","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834297","1.17.2.2.2","17.9","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834298","1.17.2.2.3","31.4","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Women+","Percentage","Percent","239","units","0","v1663834299","1.17.2.3.1","33.5","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834300","1.17.2.3.2","27.6","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834301","1.17.2.3.3","39.8","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834302","1.17.3.1.1","29.0","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834303","1.17.3.1.2","23.9","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834304","1.17.3.1.3","34.6","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834305","1.17.3.2.1","25.2","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834306","1.17.3.2.2","18.5","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834307","1.17.3.2.3","32.9","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834308","1.17.3.3.1","32.2","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834309","1.17.3.3.2","25.6","","","","1"
"2024","Canada","2021A000011124","Good perceived mental health","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834310","1.17.3.3.3","39.4","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834311","1.18.1.1.1","29.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834312","1.18.1.1.2","25.5","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834313","1.18.1.1.3","33.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Men+","Percentage","Percent","239","units","0","v1663834314","1.18.1.2.1","29.3","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834315","1.18.1.2.2","23.5","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834316","1.18.1.2.3","35.6","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Women+","Percentage","Percent","239","units","0","v1663834317","1.18.1.3.1","29.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834318","1.18.1.3.2","23.9","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834319","1.18.1.3.3","34.9","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834320","1.18.2.1.1","29.1","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834321","1.18.2.1.2","22.4","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834322","1.18.2.1.3","36.5","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Men+","Percentage","Percent","239","units","0","v1663834323","1.18.2.2.1","29.1","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834324","1.18.2.2.2","19.0","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834325","1.18.2.2.3","41.0","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Women+","Percentage","Percent","239","units","0","v1663834326","1.18.2.3.1","29.0","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834327","1.18.2.3.2","23.0","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834328","1.18.2.3.3","35.6","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834329","1.18.3.1.1","28.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834330","1.18.3.1.2","23.4","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834331","1.18.3.1.3","33.4","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834332","1.18.3.2.1","24.6","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834333","1.18.3.2.2","18.1","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834334","1.18.3.2.3","32.0","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834335","1.18.3.3.1","31.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834336","1.18.3.3.2","24.2","","","","1"
"2024","Canada","2021A000011124","Fair or poor perceived mental health","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834337","1.18.3.3.3","38.8","","","","1"
